"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
6216,M13048,m13048,,,,,2
6220,M13049,m13049,,,,,3
6224,M13050,m13050,,,,,1
6227,M1158015,m1158015,,,,,1
6229,M13039,m13039,,,,,1
6231,M13051,m13051,,,,,2
6233,M13046,m13046,,,,,1
6235,M101225T,m101225t,,,,,1
6237,M13066,m13066,,,,,1
6239,M13070,m13070,,,,,1
6241,M1146075,m1146075,,,,,1
6243,M13069,m13069,,,,,1
6245,M13077,m13077,,,,,1
6247,MQ450175,mq450175,,,,,3
6249,M13075,m13075,,,,,2
6251,M1521015,m1521015,,,,,1
6253,M1120115,m1120115,,,,,1
6255,M3012115,m3012115,,,,,1
6257,ME246175,me246175,,,,,1
6259,M13044,m13044,"WINEMAKERS RES PIN NOIR MC ",,,,2
6262,M13042,m13042,"WINEMAKERS RES CHARD MC IB",,,,1
6263,M13041,m13041,"WINEMAKERS RES SAB V22 NZ",,,,1
6266,M13043,m13043,,,,,1
6268,M13045,m13045,,,,,1
6269,M13083,m13083,,,,,2
6271,M13093,m13093,,,,,1
6273,M13100,m13100,,,,,1
6275,M13101,m13101,,,,,1
6279,MG740075,mg740075,,,,,1
6281,M3851015,m3851015,,,,,10
6283,M13023,m13023,,,,,1
